date,phu_name,phu_num,outbreak_group,number_ongoing_outbreaks
12/19/2020,MIDDLESEX-LONDON,2244,4 Workplace,8
12/19/2020,NIAGARA REGION,2246,5 Recreational,3
12/19/2020,NIAGARA REGION,2246,4 Workplace,4
12/19/2020,NIAGARA REGION,2246,6 Other/Unknown,3
12/19/2020,NIAGARA REGION,2246,1 Congregate Care,14
12/19/2020,NIAGARA REGION,2246,3 Education,3
12/19/2020,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
12/19/2020,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
12/19/2020,NORTHWESTERN,2249,3 Education,1
12/19/2020,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,5
12/19/2020,OXFORD ELGIN-ST.THOMAS,4913,3 Education,1
12/19/2020,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
12/19/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,8
12/19/2020,PEEL REGION,2253,6 Other/Unknown,5
12/19/2020,PEEL REGION,2253,5 Recreational,10
12/19/2020,PEEL REGION,2253,4 Workplace,75
12/19/2020,PEEL REGION,2253,3 Education,68
12/19/2020,PEEL REGION,2253,2 Congregate Living,17
12/19/2020,PEEL REGION,2253,1 Congregate Care,36
12/19/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
12/19/2020,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
12/19/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
12/19/2020,RENFREW COUNTY AND DISTRICT,2257,3 Education,1
12/19/2020,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
12/19/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,3
12/19/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,7
12/19/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,5
12/19/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,9
12/19/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
12/19/2020,SUDBURY AND DISTRICT,2261,3 Education,2
12/19/2020,THUNDER BAY DISTRICT,2262,5 Recreational,1
12/19/2020,THUNDER BAY DISTRICT,2262,4 Workplace,2
12/19/2020,THUNDER BAY DISTRICT,2262,3 Education,1
12/19/2020,THUNDER BAY DISTRICT,2262,1 Congregate Care,3
12/19/2020,TIMISKAMING,2263,1 Congregate Care,1
12/19/2020,TORONTO,3895,6 Other/Unknown,7
12/19/2020,TORONTO,3895,5 Recreational,3
12/19/2020,TORONTO,3895,4 Workplace,23
12/19/2020,TORONTO,3895,3 Education,44
12/19/2020,TORONTO,3895,2 Congregate Living,11
12/19/2020,TORONTO,3895,1 Congregate Care,56
12/19/2020,WATERLOO REGION,2265,6 Other/Unknown,7
12/19/2020,WATERLOO REGION,2265,5 Recreational,1
12/19/2020,WATERLOO REGION,2265,4 Workplace,6
12/19/2020,WATERLOO REGION,2265,3 Education,6
12/19/2020,WATERLOO REGION,2265,2 Congregate Living,2
12/19/2020,WATERLOO REGION,2265,1 Congregate Care,12
12/19/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,3
12/19/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,7
12/19/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,4
12/19/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,4
12/19/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,11
12/19/2020,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,1
12/19/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
12/19/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,10
12/19/2020,WINDSOR-ESSEX COUNTY,2268,3 Education,1
12/19/2020,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,3
12/19/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,13
12/19/2020,YORK REGION,2270,6 Other/Unknown,4
12/19/2020,YORK REGION,2270,5 Recreational,8
12/19/2020,YORK REGION,2270,4 Workplace,48
12/19/2020,YORK REGION,2270,3 Education,23
12/19/2020,YORK REGION,2270,2 Congregate Living,8
12/19/2020,YORK REGION,2270,1 Congregate Care,24
12/20/2020,BRANT COUNTY,2227,3 Education,1
12/20/2020,BRANT COUNTY,2227,1 Congregate Care,1
12/20/2020,BRANT COUNTY,2227,2 Congregate Living,2
12/20/2020,BRANT COUNTY,2227,4 Workplace,2
12/20/2020,CHATHAM-KENT,2240,4 Workplace,2
12/20/2020,CHATHAM-KENT,2240,5 Recreational,1
12/20/2020,CHATHAM-KENT,2240,1 Congregate Care,2
12/20/2020,CHATHAM-KENT,2240,3 Education,1
12/20/2020,CITY OF HAMILTON,2237,6 Other/Unknown,1
12/20/2020,CITY OF HAMILTON,2237,4 Workplace,3
12/20/2020,CITY OF HAMILTON,2237,2 Congregate Living,2
12/20/2020,CITY OF HAMILTON,2237,5 Recreational,1
12/20/2020,CITY OF HAMILTON,2237,3 Education,4
12/20/2020,CITY OF HAMILTON,2237,1 Congregate Care,19
12/20/2020,CITY OF OTTAWA,2251,6 Other/Unknown,3
12/20/2020,CITY OF OTTAWA,2251,1 Congregate Care,12
12/20/2020,CITY OF OTTAWA,2251,4 Workplace,3
12/20/2020,CITY OF OTTAWA,2251,3 Education,4
12/20/2020,CITY OF OTTAWA,2251,2 Congregate Living,2
12/20/2020,DURHAM REGION,2230,2 Congregate Living,9
12/20/2020,DURHAM REGION,2230,6 Other/Unknown,1
12/20/2020,DURHAM REGION,2230,3 Education,5
12/20/2020,DURHAM REGION,2230,1 Congregate Care,14
12/20/2020,DURHAM REGION,2230,4 Workplace,15
12/20/2020,DURHAM REGION,2230,5 Recreational,1
12/20/2020,EASTERN ONTARIO,2258,2 Congregate Living,1
12/20/2020,EASTERN ONTARIO,2258,1 Congregate Care,9
12/20/2020,EASTERN ONTARIO,2258,3 Education,4
12/20/2020,GREY BRUCE,2233,1 Congregate Care,4
12/20/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
12/20/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
12/20/2020,HALDIMAND-NORFOLK,2234,2 Congregate Living,2
12/20/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,5 Recreational,2
12/20/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
12/20/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,2
12/20/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3 Education,1
12/20/2020,HALTON REGION,2236,6 Other/Unknown,2
12/20/2020,HALTON REGION,2236,4 Workplace,7
12/20/2020,HALTON REGION,2236,3 Education,1
12/20/2020,HALTON REGION,2236,2 Congregate Living,8
12/20/2020,HALTON REGION,2236,1 Congregate Care,22
12/20/2020,HALTON REGION,2236,5 Recreational,3
12/20/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,4
12/20/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,1 Congregate Care,1
12/20/2020,HURON PERTH,5183,4 Workplace,2
12/20/2020,HURON PERTH,5183,1 Congregate Care,6
12/20/2020,HURON PERTH,5183,5 Recreational,1
12/20/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
12/20/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
12/20/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
12/20/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
12/20/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,5
12/20/2020,LAMBTON COUNTY,2242,4 Workplace,3
12/20/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
12/20/2020,LAMBTON COUNTY,2242,5 Recreational,2
12/20/2020,LAMBTON COUNTY,2242,6 Other/Unknown,1
12/20/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,1
12/20/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,6 Other/Unknown,1
12/20/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,5
12/20/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,3
12/20/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,10
12/20/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
12/20/2020,MIDDLESEX-LONDON,2244,4 Workplace,8
12/20/2020,MIDDLESEX-LONDON,2244,3 Education,6
12/20/2020,MIDDLESEX-LONDON,2244,6 Other/Unknown,2
12/20/2020,NIAGARA REGION,2246,1 Congregate Care,15
12/20/2020,NIAGARA REGION,2246,3 Education,3
12/20/2020,NIAGARA REGION,2246,6 Other/Unknown,3
12/20/2020,NIAGARA REGION,2246,5 Recreational,3
12/20/2020,NIAGARA REGION,2246,4 Workplace,4
12/20/2020,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
12/20/2020,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
12/20/2020,NORTHWESTERN,2249,3 Education,1
12/20/2020,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
12/20/2020,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,7
12/20/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
12/20/2020,OXFORD ELGIN-ST.THOMAS,4913,3 Education,1
12/20/2020,PEEL REGION,2253,1 Congregate Care,38
12/20/2020,PEEL REGION,2253,6 Other/Unknown,5
12/20/2020,PEEL REGION,2253,5 Recreational,10
12/20/2020,PEEL REGION,2253,4 Workplace,74
12/20/2020,PEEL REGION,2253,3 Education,65
12/20/2020,PEEL REGION,2253,2 Congregate Living,17
12/20/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
12/20/2020,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
12/20/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
12/20/2020,RENFREW COUNTY AND DISTRICT,2257,3 Education,1
12/20/2020,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
12/20/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
12/20/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,3
12/20/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,6
12/20/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,5
12/20/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,9
12/20/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
12/20/2020,SUDBURY AND DISTRICT,2261,3 Education,1
12/20/2020,THUNDER BAY DISTRICT,2262,5 Recreational,1
12/20/2020,THUNDER BAY DISTRICT,2262,4 Workplace,2
12/20/2020,THUNDER BAY DISTRICT,2262,3 Education,2
12/20/2020,THUNDER BAY DISTRICT,2262,1 Congregate Care,4
12/20/2020,TIMISKAMING,2263,1 Congregate Care,1
12/20/2020,TORONTO,3895,6 Other/Unknown,7
12/20/2020,TORONTO,3895,5 Recreational,3
12/20/2020,TORONTO,3895,4 Workplace,22
12/20/2020,TORONTO,3895,3 Education,46
12/20/2020,TORONTO,3895,2 Congregate Living,10
12/20/2020,TORONTO,3895,1 Congregate Care,56
12/20/2020,WATERLOO REGION,2265,6 Other/Unknown,7
12/20/2020,WATERLOO REGION,2265,5 Recreational,1
12/20/2020,WATERLOO REGION,2265,4 Workplace,6
12/20/2020,WATERLOO REGION,2265,3 Education,5
12/20/2020,WATERLOO REGION,2265,2 Congregate Living,2
12/20/2020,WATERLOO REGION,2265,1 Congregate Care,13
12/20/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,3
12/20/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,6
12/20/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,6
12/20/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,5
12/20/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,11
12/20/2020,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,1
12/20/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
12/20/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,10
12/20/2020,WINDSOR-ESSEX COUNTY,2268,3 Education,1
12/20/2020,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,3
12/20/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,14
12/20/2020,YORK REGION,2270,6 Other/Unknown,6
12/20/2020,YORK REGION,2270,5 Recreational,8
12/20/2020,YORK REGION,2270,4 Workplace,43
12/20/2020,YORK REGION,2270,3 Education,23
12/20/2020,YORK REGION,2270,2 Congregate Living,8
12/20/2020,YORK REGION,2270,1 Congregate Care,24
12/21/2020,BRANT COUNTY,2227,2 Congregate Living,2
12/21/2020,BRANT COUNTY,2227,4 Workplace,2
12/21/2020,BRANT COUNTY,2227,3 Education,1
12/21/2020,BRANT COUNTY,2227,1 Congregate Care,2
12/21/2020,CHATHAM-KENT,2240,5 Recreational,1
12/21/2020,CHATHAM-KENT,2240,4 Workplace,2
12/21/2020,CHATHAM-KENT,2240,1 Congregate Care,1
12/21/2020,CHATHAM-KENT,2240,3 Education,1
12/21/2020,CITY OF HAMILTON,2237,6 Other/Unknown,1
12/21/2020,CITY OF HAMILTON,2237,5 Recreational,1
12/21/2020,CITY OF HAMILTON,2237,3 Education,5
12/21/2020,CITY OF HAMILTON,2237,1 Congregate Care,19
12/21/2020,CITY OF HAMILTON,2237,4 Workplace,3
12/21/2020,CITY OF HAMILTON,2237,2 Congregate Living,1
12/21/2020,CITY OF OTTAWA,2251,2 Congregate Living,2
12/21/2020,CITY OF OTTAWA,2251,1 Congregate Care,15
12/21/2020,CITY OF OTTAWA,2251,6 Other/Unknown,3
12/21/2020,CITY OF OTTAWA,2251,4 Workplace,3
12/21/2020,CITY OF OTTAWA,2251,3 Education,3
12/21/2020,DURHAM REGION,2230,3 Education,5
12/21/2020,DURHAM REGION,2230,2 Congregate Living,9
12/21/2020,DURHAM REGION,2230,6 Other/Unknown,1
12/21/2020,DURHAM REGION,2230,1 Congregate Care,15
12/21/2020,DURHAM REGION,2230,4 Workplace,13
12/21/2020,DURHAM REGION,2230,5 Recreational,1
12/21/2020,EASTERN ONTARIO,2258,1 Congregate Care,8
12/21/2020,EASTERN ONTARIO,2258,2 Congregate Living,1
12/21/2020,EASTERN ONTARIO,2258,3 Education,4
12/21/2020,GREY BRUCE,2233,1 Congregate Care,4
12/21/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
12/21/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,4
12/21/2020,HALDIMAND-NORFOLK,2234,2 Congregate Living,2
12/21/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
12/21/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,2
12/21/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3 Education,1
12/21/2020,HALTON REGION,2236,5 Recreational,3
12/21/2020,HALTON REGION,2236,3 Education,4
12/21/2020,HALTON REGION,2236,1 Congregate Care,24
12/21/2020,HALTON REGION,2236,4 Workplace,7
12/21/2020,HALTON REGION,2236,6 Other/Unknown,2
12/21/2020,HALTON REGION,2236,2 Congregate Living,8
12/21/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,4
12/21/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,1 Congregate Care,1
12/21/2020,HURON PERTH,5183,5 Recreational,1
12/21/2020,HURON PERTH,5183,1 Congregate Care,6
12/21/2020,HURON PERTH,5183,4 Workplace,2
12/21/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
12/21/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
12/21/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
12/21/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,4
12/21/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
12/21/2020,LAMBTON COUNTY,2242,5 Recreational,2
12/21/2020,LAMBTON COUNTY,2242,4 Workplace,4
12/21/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
12/21/2020,LAMBTON COUNTY,2242,6 Other/Unknown,1
12/21/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,6 Other/Unknown,1
12/21/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,5
12/21/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,1
12/21/2020,MIDDLESEX-LONDON,2244,6 Other/Unknown,2
12/21/2020,MIDDLESEX-LONDON,2244,4 Workplace,9
12/21/2020,MIDDLESEX-LONDON,2244,3 Education,7
12/21/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,3
12/21/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,12
12/21/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
12/21/2020,NIAGARA REGION,2246,5 Recreational,3
12/21/2020,NIAGARA REGION,2246,4 Workplace,5
12/21/2020,NIAGARA REGION,2246,3 Education,3
12/21/2020,NIAGARA REGION,2246,1 Congregate Care,15
12/21/2020,NIAGARA REGION,2246,6 Other/Unknown,4
12/21/2020,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
12/21/2020,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
12/21/2020,NORTHWESTERN,2249,3 Education,1
12/21/2020,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
12/21/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
12/21/2020,OXFORD ELGIN-ST.THOMAS,4913,3 Education,1
12/21/2020,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,7
12/21/2020,PEEL REGION,2253,6 Other/Unknown,5
12/21/2020,PEEL REGION,2253,5 Recreational,10
12/21/2020,PEEL REGION,2253,4 Workplace,74
12/21/2020,PEEL REGION,2253,3 Education,66
12/21/2020,PEEL REGION,2253,2 Congregate Living,17
12/21/2020,PEEL REGION,2253,1 Congregate Care,38
12/21/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
12/21/2020,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
12/21/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
12/21/2020,RENFREW COUNTY AND DISTRICT,2257,3 Education,1
12/21/2020,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,3
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,6
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,5
12/21/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,9
12/21/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
12/21/2020,SUDBURY AND DISTRICT,2261,3 Education,1
12/21/2020,THUNDER BAY DISTRICT,2262,5 Recreational,1
12/21/2020,THUNDER BAY DISTRICT,2262,4 Workplace,2
12/21/2020,THUNDER BAY DISTRICT,2262,3 Education,2
12/21/2020,THUNDER BAY DISTRICT,2262,1 Congregate Care,4
12/21/2020,TIMISKAMING,2263,1 Congregate Care,1
12/21/2020,TORONTO,3895,6 Other/Unknown,7
12/21/2020,TORONTO,3895,5 Recreational,3
12/21/2020,TORONTO,3895,4 Workplace,21
12/21/2020,TORONTO,3895,3 Education,41
12/21/2020,TORONTO,3895,2 Congregate Living,10
12/21/2020,TORONTO,3895,1 Congregate Care,56
12/21/2020,WATERLOO REGION,2265,6 Other/Unknown,7
12/21/2020,WATERLOO REGION,2265,5 Recreational,2
12/21/2020,WATERLOO REGION,2265,4 Workplace,6
12/21/2020,WATERLOO REGION,2265,3 Education,5
12/21/2020,WATERLOO REGION,2265,2 Congregate Living,1
12/21/2020,WATERLOO REGION,2265,1 Congregate Care,12
12/21/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,3
12/21/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,6
12/21/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,6
12/21/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,5
12/21/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,12
12/21/2020,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,1
12/21/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
12/21/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,10
12/21/2020,WINDSOR-ESSEX COUNTY,2268,3 Education,1
12/21/2020,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,3
12/21/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,14
12/21/2020,YORK REGION,2270,6 Other/Unknown,6
12/21/2020,YORK REGION,2270,5 Recreational,8
12/21/2020,YORK REGION,2270,4 Workplace,40
12/21/2020,YORK REGION,2270,3 Education,24
12/21/2020,YORK REGION,2270,2 Congregate Living,8
12/21/2020,YORK REGION,2270,1 Congregate Care,26
12/22/2020,BRANT COUNTY,2227,3 Education,1
12/22/2020,BRANT COUNTY,2227,2 Congregate Living,2
12/22/2020,BRANT COUNTY,2227,1 Congregate Care,3
12/22/2020,BRANT COUNTY,2227,4 Workplace,2
12/22/2020,CHATHAM-KENT,2240,5 Recreational,1
12/22/2020,CHATHAM-KENT,2240,3 Education,1
12/22/2020,CHATHAM-KENT,2240,4 Workplace,2
12/22/2020,CHATHAM-KENT,2240,1 Congregate Care,1
12/22/2020,CITY OF HAMILTON,2237,1 Congregate Care,19
12/22/2020,CITY OF HAMILTON,2237,5 Recreational,2
12/22/2020,CITY OF HAMILTON,2237,2 Congregate Living,1
12/22/2020,CITY OF HAMILTON,2237,3 Education,6
12/22/2020,CITY OF HAMILTON,2237,6 Other/Unknown,1
12/22/2020,CITY OF HAMILTON,2237,4 Workplace,3
12/22/2020,CITY OF OTTAWA,2251,4 Workplace,3
12/22/2020,CITY OF OTTAWA,2251,6 Other/Unknown,3
12/22/2020,CITY OF OTTAWA,2251,2 Congregate Living,1
12/22/2020,CITY OF OTTAWA,2251,3 Education,2
12/22/2020,CITY OF OTTAWA,2251,1 Congregate Care,14
12/22/2020,DURHAM REGION,2230,4 Workplace,14
12/22/2020,DURHAM REGION,2230,2 Congregate Living,10
12/22/2020,DURHAM REGION,2230,3 Education,6
12/22/2020,DURHAM REGION,2230,5 Recreational,1
12/22/2020,DURHAM REGION,2230,6 Other/Unknown,1
12/22/2020,DURHAM REGION,2230,1 Congregate Care,16
12/22/2020,EASTERN ONTARIO,2258,2 Congregate Living,1
12/22/2020,EASTERN ONTARIO,2258,1 Congregate Care,8
12/22/2020,EASTERN ONTARIO,2258,3 Education,4
12/22/2020,GREY BRUCE,2233,1 Congregate Care,3
12/22/2020,HALDIMAND-NORFOLK,2234,2 Congregate Living,2
12/22/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
12/22/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,4
12/22/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3 Education,1
12/22/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,2
12/22/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
12/22/2020,HALTON REGION,2236,3 Education,4
12/22/2020,HALTON REGION,2236,1 Congregate Care,25
12/22/2020,HALTON REGION,2236,5 Recreational,3
12/22/2020,HALTON REGION,2236,4 Workplace,7
12/22/2020,HALTON REGION,2236,2 Congregate Living,8
12/22/2020,HALTON REGION,2236,6 Other/Unknown,2
12/22/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,4
12/22/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,1 Congregate Care,1
12/22/2020,HURON PERTH,5183,4 Workplace,1
12/22/2020,HURON PERTH,5183,5 Recreational,1
12/22/2020,HURON PERTH,5183,1 Congregate Care,6
12/22/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
12/22/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
12/22/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
12/22/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
12/22/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,3
12/22/2020,LAMBTON COUNTY,2242,5 Recreational,2
12/22/2020,LAMBTON COUNTY,2242,4 Workplace,5
12/22/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
12/22/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,5 Recreational,1
12/22/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,5
12/22/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,1
12/22/2020,MIDDLESEX-LONDON,2244,4 Workplace,10
12/22/2020,MIDDLESEX-LONDON,2244,6 Other/Unknown,1
12/22/2020,MIDDLESEX-LONDON,2244,5 Recreational,5
12/22/2020,MIDDLESEX-LONDON,2244,3 Education,7
12/22/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,3
12/22/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,13
12/22/2020,NIAGARA REGION,2246,4 Workplace,8
12/22/2020,NIAGARA REGION,2246,5 Recreational,3
12/22/2020,NIAGARA REGION,2246,3 Education,3
12/22/2020,NIAGARA REGION,2246,2 Congregate Living,1
12/22/2020,NIAGARA REGION,2246,1 Congregate Care,15
12/22/2020,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
12/22/2020,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
12/22/2020,NORTHWESTERN,2249,3 Education,1
12/22/2020,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
12/22/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
12/22/2020,OXFORD ELGIN-ST.THOMAS,4913,3 Education,1
12/22/2020,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,7
12/22/2020,PEEL REGION,2253,6 Other/Unknown,5
12/22/2020,PEEL REGION,2253,5 Recreational,10
12/22/2020,PEEL REGION,2253,4 Workplace,73
12/22/2020,PEEL REGION,2253,3 Education,66
12/22/2020,PEEL REGION,2253,2 Congregate Living,16
12/22/2020,PEEL REGION,2253,1 Congregate Care,37
12/22/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
12/22/2020,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
12/22/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,2
12/22/2020,RENFREW COUNTY AND DISTRICT,2257,3 Education,1
12/22/2020,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
12/22/2020,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,2
12/22/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,2
12/22/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,1
12/22/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,5
